FirstName,LastName,BirthDate,Gender,Address,City,State,ZipCode,PhoneNumber,Email,SmokerStatus,Height,Weight,Occupation,AnnualIncome,PolicyNumber,PolicyType,IssueDate,MaturityDate,DeathBenefitAmount,PremiumAmount,PremiumFrequency,CashValue,SurrenderChargePercent,Status,RiskClass,UnderwritingDecision,BeneficiaryFirstName,BeneficiaryLastName,RelationshipToInsured,BeneficiaryType,PercentageShare,BeneficiaryAddress,BeneficiaryCity,BeneficiaryState,BeneficiaryZipCode,BeneficiaryPhone,BeneficiaryEmail,PaymentDate,PaymentAmount,PaymentMethod,PaymentStatus,ReferenceNumber,DueDate,LateFee,ProcessedBy
Charles,Ortega,1953-10-23,M,5500 Phillips Bypass Apt. 998,New Melanie,MO,83220,538.687.2461x630,aliciabarton@example.org,Y,64.8,155.1,Office Manager,30512.46,LI55616999,Whole Life,2019-05-23,2047-05-16,270000.0,303.75,Monthly,8185.34,14.0,Active,Standard,Approved,Nathan,Ortega,Sibling,Primary,100.0,9415 Martinez Lake,Makaylafurt,ID,74237,3733875656,harringtonvanessa@example.com,2020-03-18,303.75,Cash,Completed,CSH-72601039,2020-03-18,0.0,Agent
Jeremy,Faulkner,1990-02-07,M,21061 James Port Suite 394,Stevenbury,OK,33574,980.840.3253,stephen69@example.org,N,63.1,166.4,Journalist,44527.02,LI92996528,Term,2020-05-22,2030-05-20,640000.0,153.6,Annually,0.0,0.0,Active,Preferred Plus,Approved,Carmen,Faulkner,Spouse,Primary,100.0,597 Anthony Overpass,Zacharystad,SD,07343,937.543.2006x08307,yfrancis@example.com,2020-05-22,153.6,Bank Transfer,Completed,ACH-87938665,2020-05-22,0.0,Agent
Stephen,Thomas,1969-07-26,M,214 Lucero Burg Apt. 071,Port Maxburgh,IN,94046,001-980-223-6219x21581,ariana61@example.org,Y,66.0,142.7,Sales Representative,55178.83,LI31853952,Variable,2017-05-23,2061-05-12,560000.0,793.8,Quarterly,7412.72,12.0,Active,Standard,Approved,Nicole,Thomas,Spouse,Primary,100.0,17949 Mckee Curve,Port William,FL,82295,+1-795-787-4279x6304,bradleykylie@example.com,2020-08-05,793.8,Credit Card,Pending,CC-64807072,2020-08-05,0.0,Auto-Payment
Richard,Mack,1989-07-10,M,9388 Chan Walk,South Ann,MA,23731,+1-330-461-5370,gary44@example.com,N,72.3,250.9,Pharmacist,124506.09,LI01585637,Universal,2016-05-23,2080-05-07,700000.0,226.8,Monthly,7737.75,11.0,Active,Substandard,Rated,Amanda,Mack,Sibling,Primary,100.0,79834 Adam View Suite 160,Lake Anthonybury,WI,14890,534.999.6321x553,james75@example.org,2017-11-14,226.8,Cash,Completed,CSH-40742530,2017-11-14,0.0,System
Gerald,Chapman,1969-02-19,M,942 Kevin Ridges Apt. 165,East Sarahtown,FM,05665,4243539313,miranda13@example.org,N,70.5,210.5,Manager,68841.61,LI41015964,Whole Life,2016-05-23,2060-05-12,370000.0,374.62,Monthly,12683.92,11.0,Active,Substandard,Approved,April,Patterson,Parent,Primary,100.0,454 Smith Islands Apt. 965,South Brandon,VI,33824,368.509.8568x3505,kyle02@example.com,2022-11-16,374.62,Cash,Completed,CSH-73942950,2022-11-18,0.0,System
Joe,Scott,1983-12-31,M,292 Kristina Inlet,Melissaland,AL,97131,8906605308,alexistanner@example.org,Y,68.9,142.9,Firefighter,52963.32,LI18193218,Term,2020-05-22,2035-05-19,310000.0,13.95,Monthly,0.0,0.0,Active,Standard,Rated,Brian,Briggs,Parent,Primary,100.0,54316 Key Common,Danieltown,ME,88878,+1-282-206-4562,crystalthornton@example.org,2020-10-19,13.95,Bank Transfer,Completed,ACH-83600922,2020-10-19,0.0,Agent
Chase,Collins,1995-04-11,M,53511 Cordova Springs,New Anthony,AZ,33207,955-838-8287x204,ygraham@example.net,N,66.3,195.1,Receptionist,55190.61,LI24342797,Whole Life,2022-05-22,2092-05-04,370000.0,199.8,Monthly,2033.37,17.0,Active,Substandard,Approved,Sue,Collins,Child,Primary,100.0,53511 Cordova Springs,New Anthony,AZ,33207,(341)324-9568x8191,bettygarza@example.com,2022-07-21,199.8,Credit Card,Completed,CC-86002400,2022-07-21,0.0,Agent
Danielle,Marquez,1983-01-24,F,957 Brooks Inlet,South Donald,CT,71650,+1-874-496-0335x8268,njohnson@example.com,N,64.7,186.3,Teacher,52529.5,LI29861918,Universal,2016-05-23,2074-05-09,600000.0,129.6,Monthly,4853.3,11.0,Active,Preferred,Approved,Marquez Family,Trust,Trust,Primary,100.0,807 Cody Drives Apt. 557,Tanyaland,MH,18044,001-351-621-8833x40179,victoria55@example.com,2018-11-09,129.6,Cash,Completed,CSH-31538744,2018-11-09,0.0,Customer Service
Yolanda,Gaines,1950-09-29,F,505 White Forest Suite 733,East Chris,PR,13757,988.205.9296x22292,udiaz@example.org,N,65.2,183.6,Teacher,53896.4,LI72949292,Variable,2015-05-24,2040-05-17,460000.0,543.38,Monthly,40009.62,10.0,Active,Substandard,Approved,Jorge,Gaines,Child,Primary,100.0,505 White Forest Suite 733,East Chris,PR,13757,001-935-328-8050x750,xstokes@example.com,2016-01-19,543.38,Check,Completed,CHK-13073523,2016-01-19,0.0,Customer Service
Jonathan,Lester,1998-11-09,M,72233 Brad Common,Harrisberg,MP,78495,251-816-8685x487,perryeddie@example.net,N,69.3,205.3,Firefighter,34455.01,LI89653293,Universal,2018-05-23,2091-05-05,250000.0,24.3,Monthly,642.0,13.0,Active,Preferred Plus,Approved,James,Lester,Sibling,Primary,100.0,476 Stephanie Forge Suite 038,Deniseview,NJ,73936,001-372-468-1931x92294,donaldmolina@example.org,2023-02-28,24.3,Cash,Completed,CSH-74955080,2023-02-26,10.0,Agent
Brian,Cox,1985-11-08,M,045 Steven Knoll Suite 748,New Marcbury,OK,33428,+1-205-598-0260x29442,gomezalyssa@example.org,N,69.8,210.1,Software Developer,132573.96,LI31363959,Universal,2015-05-24,2075-05-09,1040000.0,224.64,Monthly,10202.94,10.0,Active,Preferred,Approved,Christine,Cox,Child,Primary,100.0,575 Mary Fork Apt. 661,East Andreaville,DE,69243,(820)450-2551x30999,hector64@example.net,2015-05-24,224.64,Bank Transfer,Completed,ACH-15028754,2015-05-24,0.0,Auto-Payment
Sara,Stewart,1949-09-15,F,42687 Neal Glen,New Rachelstad,HI,03816,(575)963-9836x520,alicia09@example.com,N,65.6,154.4,Pharmacist,79755.69,LI30220422,Universal,2023-05-22,2047-05-16,440000.0,297.0,Monthly,1045.67,18.0,Active,Standard,Rated,Jose,Waters,Parent,Primary,100.0,3836 Russell Key Suite 031,North Garyland,IA,29926,+1-687-753-4214x4835,groberts@example.net,2023-10-19,297.0,Cash,Completed,CSH-28008314,2023-10-19,0.0,Customer Service
Michelle,Morgan,1967-11-02,F,761 Anthony Ports,New Christopher,UT,85436,978-906-1902x23116,hughesmargaret@example.net,N,66.3,185.7,Graphic Designer,59060.37,LI22795058,Term,2022-05-22,2037-05-18,280000.0,28.35,Monthly,0.0,0.0,Active,Substandard,Approved,Jacob,Morgan,Child,Primary,100.0,761 Anthony Ports,New Christopher,UT,85436,+1-510-639-3481x003,jason93@example.org,2024-07-05,28.35,Bank Transfer,Completed,ACH-44577083,2024-07-10,0.0,Auto-Payment
Steve,Brown,1962-04-26,M,43502 Amanda Turnpike,Staceyburgh,GA,73781,+1-446-565-2752x332,taylordennis@example.com,Y,70.2,221.3,Financial Analyst,36888.89,LI39592557,Indexed Universal,2017-05-23,2054-05-14,370000.0,266.4,Monthly,4999.47,12.0,Active,Preferred,Approved,Kyle,Brown,Child,Primary,100.0,43502 Amanda Turnpike,Staceyburgh,GA,73781,3459141468,karen10@example.net,2025-03-07,266.4,Bank Transfer,Completed,ACH-56606378,2025-03-12,0.0,Auto-Payment
Jasmine,Smith,1997-09-03,F,99255 Edward Mount,South Michelle,DE,88836,(448)807-2791x03368,michaelfarley@example.net,Y,62.1,132.7,Office Manager,35784.76,LI91873157,Universal,2015-05-24,2087-05-06,410000.0,53.14,Monthly,2389.0,10.0,Active,Preferred,Approved,Nicholas,Smith,Sibling,Primary,60.0,35849 Ryan Key Apt. 595,East Andrea,NJ,85996,+1-551-320-9018x17497,millerpatricia@example.com,2019-06-02,53.14,Cash,Completed,CSH-77995446,2019-06-02,0.0,Auto-Payment
Jasmine,Smith,1997-09-03,F,99255 Edward Mount,South Michelle,DE,88836,(448)807-2791x03368,michaelfarley@example.net,Y,62.1,132.7,Office Manager,35784.76,LI91873157,Universal,2015-05-24,2087-05-06,410000.0,53.14,Monthly,2389.0,10.0,Active,Preferred,Approved,Nicholas,Smith,Sibling,Primary,60.0,35849 Ryan Key Apt. 595,East Andrea,NJ,85996,+1-551-320-9018x17497,millerpatricia@example.com,2021-08-20,53.14,Cash,Completed,CSH-53823246,2021-08-20,0.0,Auto-Payment
Michael,Mathews,1964-05-22,M,860 Mccoy Tunnel,Johnfurt,NE,57565,001-708-811-2600x3083,fwilkerson@example.org,Y,72.5,213.9,Driver,36269.15,LI96824079,Indexed Universal,2021-05-22,2060-05-12,370000.0,2886.0,Semi-annually,4876.34,16.0,Active,Substandard,Approved,Julie,Mathews,Sibling,Primary,48.0,16962 Nicole Drive Apt. 362,Gayfurt,MN,32497,+1-781-337-8956x23543,briannasmith@example.com,2024-05-06,2886.0,Credit Card,Completed,CC-88657877,2024-05-06,0.0,Auto-Payment
Todd,Carter,1997-01-01,M,65789 Ashley View Apt. 956,Laurieside,ND,58356,214-486-0050,joseph28@example.com,Y,74.3,232.4,Lawyer,239909.02,LI14276197,Indexed Universal,2016-05-23,2088-05-05,2400000.0,777.6,Monthly,25764.75,11.0,Active,Substandard,Approved,Jacob,Potter,Parent,Primary,100.0,54947 Valencia Branch,Rodneystad,IL,34040,(454)822-8803,jacksontimothy@example.net,2018-03-14,777.6,Check,Completed,CHK-08057346,2018-03-14,0.0,System
Michael,Baker,1977-09-21,M,558 Gallegos Spur Apt. 096,New Ashley,UT,57367,(943)658-8418x343,weekszachary@example.net,N,72.4,168.8,Dentist,292038.51,LI44088305,Term,2020-05-22,2050-05-15,1550000.0,403.0,Semi-annually,0.0,0.0,Active,Standard,Approved,Nicole,Baker,Sibling,Primary,31.0,040 Logan Union,Julieport,AL,47460,4858013474,kristenscott@example.org,2020-11-18,403.0,Check,Completed,CHK-64583301,2020-11-18,0.0,System
Adam,Johnson,1958-07-13,M,2322 Jimenez Vista,Lake Nancy,IA,49381,001-530-228-1650x646,cooperlaura@example.org,Y,72.7,197.8,IT Specialist,52318.48,LI71183140,Whole Life,2015-05-24,2048-05-15,410000.0,369.0,Monthly,17962.39,10.0,Active,Preferred,Approved,Linda,Johnson,Sibling,Primary,100.0,7417 Jeffrey Gateway Suite 010,Frychester,NJ,50714,001-205-834-5035x81654,dixonlarry@example.com,2019-08-31,369.0,Check,Completed,CHK-22292676,2019-08-31,0.0,Customer Service
Stephanie,Sanchez,1977-02-22,F,5330 Valerie Manors,Craigburgh,FL,38920,001-274-709-8537x20335,rossdavid@example.org,N,66.9,182.1,Civil Engineer,59371.11,LI60791204,Variable,2016-05-23,2068-05-10,710000.0,178.92,Monthly,11930.22,11.0,Active,Preferred,Rated,Rebecca,Riley,Parent,Primary,100.0,30695 Steele Mountains Apt. 308,East Donnahaven,NJ,70109,327-924-4069x53517,clineangela@example.org,2021-10-24,178.92,Credit Card,Completed,CC-36542824,2021-10-24,0.0,System
Cheryl,Brewer,2004-04-29,F,094 Brown Locks,Rossmouth,AL,52330,363.428.6301,anthonyavery@example.org,Y,71.4,180.4,Pharmacist,73565.15,LI55502968,Whole Life,2018-05-23,2097-05-03,350000.0,94.5,Monthly,2560.23,13.0,Active,Standard,Approved,Eric,Brewer,Spouse,Primary,100.0,50851 David Mountain,Rebeccaville,MS,19193,(598)452-0566x05999,johnstonkatrina@example.com,2019-04-18,94.5,Bank Transfer,Completed,ACH-54569300,2019-04-18,0.0,System
Kristin,Hickman,2000-01-31,F,40622 Mario Key Suite 725,Tateburgh,PR,24198,690-953-3470,timothy64@example.net,N,61.5,158.8,Dentist,193264.56,LI22710192,Variable,2015-05-24,2090-05-05,2230000.0,1011.53,Quarterly,13871.24,10.0,Active,Preferred,Approved,Michael,Hickman,Spouse,Primary,100.0,40622 Mario Key Suite 725,Tateburgh,PR,24198,6023729171,andersontara@example.net,2025-04-01,1011.53,Bank Transfer,Completed,ACH-64478699,2025-04-01,0.0,Auto-Payment
Jason,Booker,1945-04-02,M,184 Samantha Union,East Tiffany,RI,69639,001-947-942-2983x5966,birdjohn@example.net,N,73.7,234.0,Software Developer,82767.62,LI70169237,Whole Life,2021-05-22,2041-05-17,780000.0,9750.0,Annually,12128.5,16.0,Paid-up,Standard,Approved,Booker Family,Trust,Trust,Primary,100.0,9797 Taylor Hollow,North Shelly,CO,79621,868-549-5982,heather45@example.net,2023-05-29,9750.0,Cash,Completed,CSH-09942405,2023-05-22,487.5,Auto-Payment
Stacey,Hoffman,1985-11-25,F,174 Wilson Cape,West Wendyville,CT,31276,+1-826-375-8692,rgilbert@example.org,N,62.1,139.7,Mechanic,52436.27,LI02074360,Variable,2018-05-23,2078-05-08,250000.0,118.12,Monthly,3092.57,13.0,Active,Substandard,Approved,Lisa,Hoffman,Sibling,Primary,100.0,987 Erickson Mountains,Brettside,UT,65933,721.307.5240x0330,wattslisa@example.net,2020-07-16,118.12,Check,Failed,CHK-92225365,2020-07-11,0.0,Auto-Payment
Andrew,Rodriguez,1964-10-24,M,462 Morgan Loop,New Michaelfort,ME,97314,760-304-5212x8991,villegaskatrina@example.com,N,71.7,231.5,HR Manager,110832.83,LI70519249,Variable,2021-05-22,2060-05-12,410000.0,1452.94,Quarterly,7287.06,16.0,Active,Substandard,Approved,Daniel,Cooper,Parent,Primary,71.0,468 Lewis Roads,Thompsonborough,VI,22367,683.522.7049,thomasbenson@example.org,2022-08-15,1452.94,Cash,Completed,CSH-11724588,2022-08-15,0.0,Auto-Payment
Jason,Donovan,2004-02-28,M,3454 Rebecca Corners Apt. 802,Khanburgh,PW,05264,(972)440-0499x1547,znelson@example.org,Y,70.6,183.8,Lab Technician,26206.62,LI87005214,Whole Life,2023-05-22,2102-05-03,130000.0,52.65,Monthly,250.75,18.0,Active,Substandard,Approved,Donovan Family,Trust,Trust,Primary,100.0,29708 Jeffrey Oval,East Brittany,FL,16473,4937524392,millerveronica@example.net,2025-03-11,52.65,Bank Transfer,Completed,ACH-87903606,2025-03-12,0.0,Auto-Payment
Bob,Cooper,1969-07-23,M,095 Romero Via,Jacobfurt,PA,19191,559-766-4721x30742,bakerpaul@example.com,N,72.8,197.3,Attorney,163579.95,LI83577585,Universal,2018-05-23,2062-05-12,2060000.0,667.44,Monthly,16069.33,13.0,Active,Preferred,Approved,Jill,Cooper,Sibling,Primary,100.0,5663 Lewis Knolls,East Zacharyland,MT,26112,899.563.1733x385,oduncan@example.com,2022-08-30,667.44,Credit Card,Completed,CC-09496307,2022-08-30,0.0,System
Spencer,Elliott,1992-12-16,M,2947 Nunez Drives Apt. 294,Scottbury,AK,28243,001-842-990-4588,teresaschneider@example.net,N,75.9,164.2,Engineer,106070.98,LI78543819,Variable,2019-05-23,2086-05-06,1240000.0,312.48,Monthly,6508.77,14.0,Active,Standard,Approved,Michael,Elliott,Child,Primary,100.0,7275 Moore Ways,North Frank,NV,42354,+1-992-283-9053,garnerdawn@example.net,2022-03-08,312.48,Credit Card,Completed,CC-60934388,2022-03-08,0.0,Customer Service
Kelly,Carson,1962-01-10,F,2410 Roman Groves,West Jennifershire,SC,10602,378.550.7925x2419,williamsmichelle@example.org,N,63.7,168.1,Real Estate Agent,41967.61,LI99197139,Whole Life,2020-05-22,2057-05-13,390000.0,658.12,Monthly,13105.75,15.0,Active,Substandard,Approved,Jonathan,Carson,Child,Primary,100.0,2410 Roman Groves,West Jennifershire,SC,10602,491-436-1657x652,krodriguez@example.net,2021-07-16,658.12,Check,Completed,CHK-72211107,2021-07-16,0.0,Agent
Sarah,Becker,1956-05-13,F,12886 Silva Island Suite 699,Gregoryhaven,FM,20990,001-984-370-5203x132,jasonmoore@example.org,N,61.0,135.4,Designer,43640.96,LI41173721,Universal,2018-05-23,2049-05-15,320000.0,324.0,Monthly,8949.86,13.0,Active,Substandard,Approved,Sandra,Lawrence,Parent,Primary,45.0,224 Hanna River,Ernesttown,MN,90303,459.927.7513x09373,arieldavis@example.com,2025-03-17,324.0,Check,Completed,CHK-21986831,2025-03-17,0.0,System
Eric,Miranda,1976-06-30,M,493 Mario Fields,Floydburgh,RI,87348,(958)679-6434,dustin55@example.net,N,73.7,217.4,Marketing Specialist,67627.52,LI45504922,Term,2016-05-23,2046-05-16,790000.0,21.33,Monthly,0.0,0.0,Active,Preferred Plus,Approved,Miranda Family,Trust,Trust,Primary,100.0,49800 Ramos Spur,Lisamouth,MN,59044,+1-573-843-2823x91321,ucarpenter@example.com,2025-05-06,21.33,Cash,Completed,CSH-69672599,2025-05-06,0.0,Auto-Payment
Kevin,Roberts,1983-01-26,M,701 Martin Meadows,North Jason,AR,68077,382.511.6020x418,gabrielle99@example.net,Y,63.2,161.2,Retail Associate,54494.48,LI56057502,Universal,2018-05-23,2076-05-08,400000.0,108.0,Monthly,2752.14,13.0,Active,Standard,Approved,Hayden,Roberts,Child,Primary,85.0,701 Martin Meadows,North Jason,AR,68077,+1-279-900-5783x410,barry95@example.org,2024-11-17,108.0,Bank Transfer,Completed,ACH-80076015,2024-11-17,0.0,Customer Service
Jeffery,Jordan,1961-08-27,M,31805 Yvonne Unions Apt. 962,Weekschester,FM,52094,(821)859-1832x70004,vgarcia@example.net,N,71.3,194.6,Project Manager,122887.7,LI25795423,Indexed Universal,2016-05-23,2052-05-14,490000.0,661.5,Monthly,21115.04,11.0,Active,Substandard,Approved,Carlos,Jordan,Sibling,Primary,86.0,0383 Thompson Crescent,Lake Joseph,ME,64656,3648922257,brandon04@example.net,2022-06-21,661.5,Credit Card,Completed,CC-18964370,2022-06-21,0.0,Agent
Frederick,Green,1947-12-16,M,31697 Jennifer Summit Apt. 675,Sophiabury,RI,26250,939-569-0453x9252,stephen38@example.org,Y,67.5,202.6,Driver,46129.94,LI95024731,Universal,2019-05-23,2041-05-17,280000.0,283.5,Monthly,5845.97,14.0,Paid-up,Substandard,Approved,Kevin,Green,Sibling,Primary,100.0,7296 Eric Cove,Davidshire,MN,75678,(817)608-8548x1882,mcleanbrittany@example.org,2021-10-09,283.5,Check,Completed,CHK-50104823,2021-10-09,0.0,Customer Service
Daniel,Irwin,2000-11-09,M,532 Michelle Valleys Suite 758,Smithhaven,MH,80317,232-769-8344x3695,hineskrystal@example.com,N,70.8,222.0,Journalist,55105.25,LI02949441,Term,2018-05-23,2028-05-20,490000.0,13.23,Monthly,0.0,0.0,Active,Standard,Approved,Kathleen,Irwin,Child,Primary,12.0,532 Michelle Valleys Suite 758,Smithhaven,MH,80317,695-361-6898x37501,mcintyregary@example.org,2020-07-11,13.23,Bank Transfer,Completed,ACH-98259718,2020-07-11,0.0,Customer Service
Steven,Soto,1991-05-08,M,545 Jennifer Skyway Apt. 792,Port Leahmouth,CT,60215,977-933-2945x6255,jonesdaniel@example.com,N,67.8,217.1,Computer Programmer,31886.22,LI83081475,Whole Life,2018-05-23,2084-05-06,150000.0,243.0,Quarterly,2597.18,13.0,Active,Substandard,Rated,Beth,Soto,Sibling,Primary,100.0,76970 Fisher Walks,Floresville,AK,82860,(363)696-7044x777,kellyshannon@example.com,2025-04-16,243.0,Bank Transfer,Completed,ACH-67113315,2025-04-16,0.0,System
William,Harrington,1985-11-15,M,081 Crystal Ways,West Eric,LA,93321,287.512.5521x376,gpeterson@example.org,Y,74.9,218.4,IT Specialist,42127.52,LI07264830,Variable,2015-05-24,2075-05-09,310000.0,146.47,Monthly,6192.59,10.0,Active,Substandard,Approved,Danielle,Duran,Parent,Primary,100.0,4918 Smith Square,Lake Jorge,WV,45821,+1-754-965-1206x90611,daniellemoore@example.org,2024-05-06,146.47,Check,Completed,CHK-21206598,2024-05-06,0.0,Customer Service
Zachary,Taylor,1950-04-19,M,5626 Andrade Extensions Suite 084,New Theresamouth,MO,21444,8995069319,tylerjimmy@example.net,N,70.5,206.1,Designer,54320.68,LI25028657,Whole Life,2022-05-22,2047-05-16,430000.0,483.75,Monthly,4382.08,17.0,Active,Standard,Approved,Taylor Family,Trust,Trust,Primary,90.0,669 Lacey Dam,Cortezborough,OK,98171,001-396-466-2909x1374,jennifermiddleton@example.org,2025-05-06,483.75,Cash,Completed,CSH-48545040,2025-05-06,0.0,Agent
Reginald,Thomas,2003-09-17,M,230 Hughes Way,North Larryton,TX,78395,657-501-8409,james44@example.net,N,73.7,239.7,Project Manager,89613.6,LI31123587,Term,2015-05-24,2035-05-19,500000.0,13.5,Monthly,0.0,0.0,Active,Standard,Approved,Savannah,Pope,Parent,Primary,100.0,244 Mahoney Ranch Apt. 975,Lake Micheleport,NC,75900,600-994-6584x6392,schneiderthomas@example.org,2024-01-07,13.5,Credit Card,Completed,CC-41403529,2024-01-07,0.0,Agent
Jennifer,Olson,1996-07-30,F,8330 Romero Park Apt. 383,Nicholstown,NE,06920,945-379-2326,judith85@example.net,N,61.1,145.5,Manager,46368.29,LI32748484,Universal,2021-05-22,2092-05-04,220000.0,28.51,Monthly,292.23,16.0,Active,Preferred,Rated,Gary,Daniel,Parent,Primary,100.0,1579 Wilson Green Apt. 823,Devinside,GA,08333,+1-478-386-2235x342,rachelmoore@example.net,2024-10-03,28.51,Cash,Completed,CSH-46207072,2024-10-03,0.0,Agent
Anthony,Ward,1957-12-07,M,7861 John Overpass Suite 279,Maxview,WA,90790,540-560-2933,denise80@example.net,N,66.7,178.8,Engineer,106312.56,LI47291840,Indexed Universal,2018-05-23,2050-05-15,1210000.0,9680.0,Annually,23290.92,13.0,Active,Preferred,Approved,Elizabeth,Salazar,Parent,Primary,100.0,9865 Garcia Village Suite 213,Port Jocelyn,MN,08323,462.586.8564x34760,raymelissa@example.net,2024-05-21,9680.0,Bank Transfer,Completed,ACH-72187989,2024-05-21,0.0,Agent
Raymond,Johnson,1988-02-29,M,15120 Jared Vista Apt. 449,South Samuelfort,MH,21943,362-418-3339,nlogan@example.org,Y,71.0,189.9,Mechanic,59118.96,LI39588941,Variable,2021-05-22,2084-05-06,690000.0,173.88,Monthly,2054.64,16.0,Active,Standard,Approved,Mary,Johnson,Spouse,Primary,100.0,15120 Jared Vista Apt. 449,South Samuelfort,MH,21943,(562)342-8237x66378,benjaminzhang@example.com,2024-04-14,173.88,Bank Transfer,Completed,ACH-13413644,2024-04-06,10.0,System
Shannon,Thompson,1984-11-28,M,0472 Sparks Walk Apt. 612,East Brianhaven,KS,30491,001-475-736-5968x0785,stacy24@example.org,Y,67.6,183.6,Office Manager,49905.1,LI51962287,Universal,2022-05-22,2081-05-07,240000.0,720.0,Annually,452.34,17.0,Active,Standard,Approved,Garrett,Thompson,Child,Primary,100.0,3839 French Plains,Rickychester,PW,80558,956-884-7093x195,annette23@example.net,2025-05-21,720.0,Cash,Completed,CSH-91263556,2025-05-21,0.0,Agent
Eric,Gill,1983-04-22,M,003 Lori Way,Lopezberg,VT,80022,(242)319-5973,bryanedwards@example.com,N,67.6,197.0,Manager,69206.88,LI03941980,Indexed Universal,2015-05-24,2073-05-09,290000.0,156.6,Monthly,6017.73,10.0,Active,Substandard,Rated,Richard,Gill,Child,Primary,41.0,16020 Gary Ways Apt. 258,Kristifort,WI,20525,887.248.4893,garyirwin@example.net,2025-01-29,156.6,Check,Completed,CHK-57238513,2025-01-31,0.0,Customer Service
Sonya,Turner,1949-11-08,F,36132 Smith Estate,Coryside,TX,52149,001-737-667-3162x526,icarlson@example.org,N,62.1,153.7,Nurse,51799.95,LI20493195,Variable,2016-05-23,2040-05-17,460000.0,362.25,Monthly,12234.32,11.0,Active,Standard,Approved,Alyssa,Turner,Child,Primary,37.0,228 Knight Station Suite 141,New Robinfurt,CA,88635,(792)293-2578x908,mcarroll@example.org,2017-03-17,362.25,Cash,Completed,CSH-08928955,2017-03-19,0.0,Customer Service
Thomas,Valentine,1968-04-26,M,28703 Dustin Cape Suite 485,Mossview,AS,25584,+1-471-229-5145,erica80@example.net,Y,68.4,142.5,Doctor,169489.84,LI47684440,Variable,2016-05-23,2059-05-13,1990000.0,940.27,Monthly,43843.51,11.0,Paid-up,Standard,Approved,Destiny,Valentine,Spouse,Primary,70.0,6389 Donald Inlet Apt. 144,Duncanmouth,SC,65214,+1-435-980-5416x3189,benjamin06@example.net,2019-10-05,940.27,Cash,Completed,CSH-78303306,2019-10-05,0.0,Agent
John,Garcia,1956-04-10,M,5561 Melissa Cape,Port Devonburgh,MA,47362,894.915.5216x674,zbanks@example.org,N,70.7,210.3,Computer Programmer,47975.96,LI16711456,Whole Life,2020-05-22,2051-05-15,190000.0,1900.0,Annually,3213.54,15.0,Active,Preferred,Approved,Crystal,Wright,Parent,Primary,100.0,04857 Cole Creek,South Mark,NJ,91496,(781)482-9127,barbara91@example.net,2025-05-21,1900.0,Cash,Completed,CSH-25691363,2025-05-21,0.0,Auto-Payment
