FirstName,LastName,BirthDate,Gender,Address,City,State,ZipCode,CreditScore,MaritalStatus,DriverLicenseNumber,Make,Model,Year,VIN,Color,VehicleType,EstimatedValue,AnnualMileage,PolicyNumber,EffectiveDate,ExpirationDate,PremiumAmount,CoverageType,Deductible,LiabilityLimit,ComprehensiveCoverage,CollisionCoverage,UninsuredMotoristCoverage,ClaimNumber,DateOfIncident,DateReported,IncidentDescription,IncidentLocation,ClaimAmount,SettlementAmount,ClaimStatus,FaultFlag
Peter,Jackson,1964-07-22,M,3902 Kylie Roads,Stricklandtown,OH,64328,791,W,OH02274817,Chevrolet,Traverse,2025,ZMQ77HNS54GWDFO1N,Green,Convertible,6696,13486,P056495385,2023-05-22,2025-05-21,160.7,Standard,2000,500000,0,1,1,C74221073,2024-06-18,2024-06-29,Rear-end collision at intersection,"6517 White Route, New Saraport, MP",340.61,,Under Investigation,0.0
Rachel,Sherman,1994-03-14,F,306 Ramsey Glen Apt. 778,Amyfort,MH,25375,451,D,MH19981494,Jeep,Compass,2025,NU851V9PD57FQTKPC,Blue,Sports Car,40288,21497,P699656603,2023-05-22,2024-05-21,2030.52,Standard,500,1000000,1,1,1,,,,,,,,,
Natalie,Patrick,1951-09-29,F,07346 Stout Greens,Anthonytown,MN,43962,391,S,MN14162276,Chrysler,Sebring,2018,X7LOFOLANGXCD285Q,Gray,Convertible,6468,24170,P086035205,2022-05-22,2025-05-21,307.36,Custom,500,100000,1,0,1,,,,,,,,,
Samantha,Simmons,2005-09-01,F,27652 Amy Light Suite 649,North Lindaville,WV,12250,744,S,WV29749567,Volkswagen,Tiguan,2021,XAQ7NXNGBYE21QPIG,Beige,Convertible,30681,17679,P583529122,2022-05-22,2025-05-21,1518.71,Custom,2000,500000,1,1,0,,,,,,,,,
Ryan,Howell,1955-08-14,M,193 Lyons Trafficway Suite 299,Port Loriport,DC,14669,501,D,DC35270957,Jeep,Liberty,2005,04J3M9IQBQ9J2H1TL,Gold,Hatchback,2000,10637,P242869087,2022-05-22,2025-05-21,112.32,Premium,1000,50000,0,1,1,C88583287,2024-11-20,2024-11-26,Collision with guard rail,"43566 Matthew Camp Apt. 374, Vargasbury, IL",294.81,,Under Investigation,0.0
Kristen,Sloan,1989-10-14,F,53654 Ashley Crest Apt. 238,South Caseymouth,SD,37503,567,W,SD85061132,Lexus,UX,2013,20UPRB2JA2LPN1M6U,Gray,SUV,12432,12232,P993414927,2023-05-22,2026-05-21,393.85,Basic,250,50000,1,0,1,,,,,,,,,
Edward,Guerrero,1944-07-14,M,6542 Joshua Circle Suite 650,Stephanieview,SC,23822,770,D,SC57976971,Hyundai,Santa Fe,2008,D2AOBLJ0UA9O6H0FE,Black,Truck,4177,6224,P105626192,2024-05-21,2025-05-21,105.86,Basic,1000,100000,1,1,1,,,,,,,,,
David,Ramsey,1941-01-24,M,877 Kenneth Run Apt. 581,East Teresaside,PW,70389,308,D,PW40020554,Mazda,CX-30,2024,PRLPG7GVLHWXPBRRN,Blue,Sports Car,34073,15671,P152195132,2024-05-21,2025-05-21,2266.81,Custom,250,500000,0,0,0,,,,,,,,,
Charles,Chambers,1999-11-28,M,6194 Marvin Knolls Suite 782,West Williamberg,NM,78985,784,M,NM63063934,Buick,Encore,2006,UFN4VNBOOBCK3ERVK,Brown,SUV,2000,15254,P946150257,2022-05-22,2024-05-21,68.64,Premium,1000,500000,1,0,1,,,,,,,,,
Matthew,Patterson,1947-10-29,M,9125 Douglas Divide,Port Timothy,CT,35170,623,S,CT69342130,Subaru,Impreza,2017,3HIO0A89JPTT0IX1S,White,Sports Car,29788,22491,P955557353,2024-05-21,2025-05-21,2342.05,Premium,1000,25000,1,0,1,C64431192,2024-11-07,2024-11-20,Backing accident in parking lot,"00994 Kenneth Prairie Suite 204, Lutzview, WY",18126.7,15720.87,Closed,0.0
Sharon,Coffey,1985-10-22,F,29034 Marquez Station Suite 665,Kingmouth,AL,40103,490,W,AL93674253,Lexus,IS,2013,Z76MH8PU9JN01N3P6,Blue,Sedan,4072,10802,P102352563,2023-05-22,2024-05-21,117.27,Basic,250,1000000,0,0,1,C01112219,2023-05-25,2023-06-21,Windshield damage from debris,"0809 Schaefer River Suite 815, Port Raymond, FL",2297.78,,Open,0.0
Marcus,Williams,1999-08-22,M,9718 Johnathan Court Suite 625,Lake Kathleen,IL,90629,352,D,IL09775041,BMW,X5,2023,J4U4FGGW1JYK820PZ,White,Luxury,45235,21623,P065199041,2022-05-22,2023-05-22,1823.88,Basic,1000,50000,1,1,0,,,,,,,,,
Alexandria,Gutierrez,1992-05-28,F,826 Dominic Hollow,Trevorland,CO,22417,811,W,CO75536217,Mazda,Mazda3,2012,47DZNAXS88UALRY3I,Yellow,Van,8782,8931,P001376375,2023-05-22,2025-05-21,274.0,Premium,1000,100000,1,0,0,,,,,,,,,
Gary,Hernandez,2000-08-30,M,2284 Daniel Way,East Alexisbury,PA,77683,595,W,PA69801375,Buick,Enclave,2005,87KNUFBHGP5CPA16K,White,Coupe,2000,11706,P081293998,2022-05-22,2024-05-21,72.0,Standard,1000,25000,0,0,1,,,,,,,,,
Ruben,Torres,1977-06-11,M,00244 Martinez Shores Suite 627,North David,WA,36836,583,M,WA70028939,Mazda,CX-5,2019,W8G4U1IWAAYRIBERX,Black,SUV,8747,15772,P084234619,2022-05-22,2023-05-22,381.02,Custom,500,25000,0,1,0,C36043298,2022-12-11,2022-12-15,Flood damage,"053 Nichols Valley, North Amy, MS",6183.48,,Under Investigation,0.0
Chris,Franklin,1988-12-22,M,357 Hudson Route,Port Juliehaven,WY,30434,625,S,WY36279481,Kia,Telluride,2024,53ZG1IGAE7UTEI5CQ,Gold,Hatchback,8265,16177,P572124078,2023-05-22,2024-05-21,297.54,Standard,1000,250000,1,0,1,,,,,,,,,
Rhonda,Mooney,1954-09-27,F,33254 Connie Court Apt. 760,Marybury,UT,14635,631,S,UT38266203,Acura,RLX,2011,1VSVDT7663C42XCV9,Red,Wagon,8071,20056,P185766219,2024-05-21,2026-05-21,348.67,Standard,2000,25000,1,1,1,,,,,,,,,
Debbie,Carter,1997-04-23,F,99917 Vincent Ways Suite 846,Port Melissaberg,DE,26754,689,D,DE97464103,Buick,Envision,2012,8YE71TWD96HHWMF1G,Beige,Sedan,15533,11110,P855389641,2024-05-21,2026-05-21,512.59,Custom,250,50000,1,0,1,,,,,,,,,
Brian,Williams,1953-02-27,M,60508 Daniel Shores Suite 980,Nicoleberg,FL,42382,643,M,FL94013885,BMW,3 Series,2017,WEEEMMV8B71KVAXQU,Orange,Sedan,17220,22327,P541504043,2022-05-22,2024-05-21,743.9,Standard,2000,100000,0,0,0,,,,,,,,,
Peter,Fitzgerald,1959-09-14,M,457 Deborah Forks,Jaytown,MP,41120,376,M,MP33848732,Chrysler,Town & Country,2015,5J0DK90W710RWTCMB,Gold,Convertible,6558,12449,P032804345,2023-05-22,2026-05-21,311.64,Custom,2000,100000,0,0,0,,,,,,,,,
Jennifer,Miller,1973-07-13,F,78376 Ann Street,East Charles,NE,56870,683,D,NE84235650,Dodge,Charger,2015,A71EBVFWB5HSTS68C,Brown,Truck,18811,9922,P862140991,2024-05-21,2025-05-21,682.84,Custom,2000,100000,1,0,0,,,,,,,,,
Christopher,Kirby,1956-09-14,M,14785 Brandy Mountain,Ronaldmouth,OH,57190,672,W,OH46742286,Honda,Civic,2005,UKLWWIAYZD9UXLJ1F,Blue,Luxury,2000,11378,P965341096,2022-05-22,2025-05-21,110.88,Custom,500,250000,1,0,0,C30677521,2024-05-07,2024-05-20,Rear-end collision at intersection,"9692 Alexander Creek Suite 296, West Jamie, UT",626.77,,Under Investigation,0.0
Felicia,Foster,1978-02-05,F,35577 Debbie Orchard,Lake Steven,RI,70882,721,W,RI76887844,Ford,Focus,2013,IAXUFVPIG3YVR2EU4,Silver,Coupe,8791,6308,P709870195,2022-05-22,2024-05-21,290.1,Custom,500,500000,0,1,1,,,,,,,,,
David,Cruz,1946-10-09,M,862 Gregory Ridges,Port Amandaville,AK,12715,614,S,AK56603737,Toyota,Tacoma,2013,K32RGWHGXMD7QCQ3Z,Red,Sedan,19750,9388,P425253961,2023-05-22,2026-05-21,938.52,Custom,1000,500000,0,1,0,,,,,,,,,
Gary,Grant,1965-09-09,M,925 Brandi Divide Suite 462,West Angelicamouth,LA,17251,375,W,LA26468425,Lexus,NX,2012,Z6N58YUXCZAUMAPQP,Gray,SUV,9116,16410,P338539077,2024-05-21,2026-05-21,288.79,Basic,1000,100000,0,1,0,,,,,,,,,
Jessica,Phillips,1984-06-07,F,10324 Thomas Crescent Suite 677,Christopherside,SC,51294,645,D,SC55721252,Audi,A4,2020,DPGEVBM0YX6X3B9KY,Gray,Sedan,18695,5399,P472325778,2022-05-22,2023-05-22,538.42,Basic,1000,1000000,0,1,1,,,,,,,,,
Shawn,Henderson,1940-04-02,M,62003 Christensen Estates,Francesberg,NC,08631,721,S,NC37228960,Kia,Seltos,2008,AWLGITIZ7TFP3G21C,Orange,Wagon,4663,22497,P483045290,2022-05-22,2025-05-21,167.87,Standard,1000,500000,1,1,1,,,,,,,,,
Annette,Zavala,1971-05-02,F,55609 Joyce Brook Suite 899,Phillipsborough,WV,43737,447,D,WV66084565,Honda,Pilot,2024,Z9ROE19BP0L70SHYV,Brown,Convertible,45229,12994,P926275469,2024-05-21,2027-05-21,1302.6,Basic,2000,50000,0,0,0,,,,,,,,,
Timothy,Hayden,1947-05-14,M,93638 Rowe Light Suite 854,Michaelfort,WA,61581,348,M,WA28575123,Mazda,CX-30,2017,WUFUK15U2486D43I2,Brown,Hatchback,18894,23478,P842807952,2023-05-22,2025-05-21,816.22,Standard,2000,25000,0,0,0,,,,,,,,,
Norman,Aguilar,2007-01-28,M,3875 Bruce Ville,West Connor,OK,17270,386,M,OK03053323,Toyota,Camry,2022,X0RTMG7C0Q6ULH3X0,Gold,Truck,34040,21563,P711502752,2022-05-22,2025-05-21,1617.58,Basic,500,500000,0,1,0,,,,,,,,,
Lauren,Hickman,1978-07-26,F,3193 Heidi Hollow Apt. 905,Stanleyland,TX,66818,718,D,TX06338733,Chevrolet,Equinox,2023,LSXKUGWCDZ6X4FMME,Beige,Hatchback,10611,14630,P949729764,2023-05-22,2025-05-21,318.33,Standard,2000,100000,0,0,0,C51444214,2024-06-22,2024-06-26,Fire damage,"54576 Porter Underpass Suite 694, Staceystad, IA",6219.31,4422.53,Closed,1.0
Tiffany,Key,1985-02-17,F,027 Moon Falls Suite 717,Rickymouth,GU,88336,765,D,GU56048123,Jeep,Gladiator,2022,49EWHO5QQ8QMXETIZ,Gold,Luxury,22635,16908,P578085802,2022-05-22,2023-05-22,608.43,Basic,1000,50000,1,1,0,,,,,,,,,
Judith,Rodriguez,1988-05-12,F,51342 Karen View,Annashire,VI,28340,521,S,VI87065780,Lexus,LS,2014,S2W1IXU1OUBNLMA4A,Brown,Sedan,6416,19394,P568521112,2023-05-22,2024-05-21,254.07,Custom,2000,500000,0,1,0,,,,,,,,,
Nicole,Moreno,1992-12-14,F,6678 Acevedo Mills,Port Alejandro,IN,68310,322,S,IN57945019,Mazda,Mazda6,2025,4HIARMLE6NPHVOXJ0,Beige,Sedan,34216,23388,P850851913,2023-05-22,2024-05-21,1354.95,Custom,2000,250000,0,1,1,,,,,,,,,
Janet,Weeks,1973-12-20,F,46584 Justin Hills,Grimesmouth,WA,71093,608,S,WA59391582,Ford,Explorer,2007,GWY7D78HWK22M9RWV,Red,SUV,2000,16967,P117205626,2024-05-21,2026-05-21,79.2,Standard,2000,50000,1,1,0,,,,,,,,,
Darlene,Gilbert,1958-02-10,F,19292 Wood Extensions Suite 372,West Traceyberg,PR,78560,608,W,PR04909576,Mercedes,S-Class,2012,U2AQHKNQJGE0UTX7R,Green,Luxury,23604,8765,P849777086,2023-05-22,2024-05-21,1427.57,Standard,500,25000,0,0,0,,,,,,,,,
Shannon,Richards,1953-01-31,F,50166 Mclaughlin Ranch Suite 076,Palmerfort,LA,30897,836,M,LA71154616,Lexus,LS,2024,UNFTWR2Z0AUF2W7WR,Black,Sedan,39070,19937,P857134894,2023-05-22,2025-05-21,1462.78,Premium,500,250000,1,0,1,C14188674,2024-05-04,2024-05-05,Vandalism damage while parked,"05534 Michael Burg, South James, MT",24795.46,17977.32,Closed,1.0
Adam,Barker,1988-02-29,M,9538 Paul Rapids,New Jeff,MA,74026,384,S,MA76146023,Subaru,Ascent,2020,U1DZQIONB7YICYBU8,Blue,Sports Car,42944,22901,P093004690,2024-05-21,2026-05-21,2380.82,Custom,1000,1000000,0,1,0,,,,,,,,,
Eddie,Rosales,2002-05-26,M,557 Hall Flats Apt. 912,East Shannonmouth,AS,53783,849,M,AS55391892,Hyundai,Venue,2007,6MAT2C283JZGN99LT,Blue,Truck,2697,12518,P364103005,2022-05-22,2025-05-21,106.8,Standard,2000,50000,1,1,0,,,,,,,,,
Katherine,Andrade,1968-03-21,F,9196 Gonzalez Knoll Suite 172,New Johnnychester,PA,38967,722,D,PA87408894,Audi,Q3,2008,ESFKV3RQBRZ56VK3U,Red,Luxury,7259,20133,P770357576,2024-05-21,2025-05-21,335.37,Custom,1000,25000,1,1,0,,,,,,,,,
Lauren,Weaver,1949-04-17,F,9545 Zachary Shoals Apt. 038,South Mauriceborough,FL,84459,338,M,FL44249231,BMW,X3,2019,H33DHARJI6YB9PDGK,Yellow,SUV,18154,5709,P310447441,2023-05-22,2024-05-21,1121.48,Premium,2000,50000,0,0,0,,,,,,,,,
Adam,Carrillo,1949-10-19,M,602 Walters Tunnel,Jacobbury,AK,39419,808,S,AK25516575,Subaru,Crosstrek,2020,CD4ZYEFG5ODHDGQNX,Orange,Sports Car,27565,8357,P879392351,2023-05-22,2026-05-21,1111.42,Standard,1000,1000000,0,1,1,,,,,,,,,
Tiffany,Key,1985-02-17,F,027 Moon Falls Suite 717,Rickymouth,GU,88336,765,D,GU56048123,Lexus,GX,2012,YWM9Q7FTMFWG895NA,Gold,SUV,6063,6394,P218238316,2024-05-21,2026-05-21,128.05,Basic,1000,250000,1,1,0,,,,,,,,,
Gary,Grant,1965-09-09,M,925 Brandi Divide Suite 462,West Angelicamouth,LA,17251,375,W,LA26468425,Buick,LaCrosse,2005,TJ5R2SLRW4VNZVZN2,Blue,Van,2000,15296,P469636188,2023-05-22,2024-05-21,79.2,Custom,2000,50000,0,0,1,,,,,,,,,
Melanie,Haney,1962-05-13,F,00015 Katherine Valley,North Haileyfort,AK,13380,720,W,AK72652650,Dodge,Charger,2019,9696EM7R3QCQAOOXJ,Gold,Coupe,8126,14529,P434379280,2023-05-22,2024-05-21,195.02,Basic,250,500000,0,1,1,C06125188,2024-04-10,2024-05-10,Multi-vehicle collision on highway,"4729 Henderson Hollow, Port Samuelfurt, NM",5562.9,3935.27,Closed,0.0
Michael,Mills,1963-12-03,M,7065 Burgess Knolls,West Johnville,CA,76772,418,S,CA64761009,Mercedes,GLC,2021,K99BV2J3T4H8QFDTN,Beige,Luxury,37444,18739,P780481971,2022-05-22,2024-05-21,1509.74,Basic,250,50000,1,0,0,C60396201,2022-08-21,2022-09-08,Fire damage,"21224 Sylvia Union Suite 677, Richardmouth, RI",11945.07,9517.78,Closed,0.0
Kevin,Gonzalez,1994-09-12,M,0740 Miranda Mount Suite 095,Ronaldport,RI,03585,475,S,RI90343963,Tesla,Model X,2012,4M8NMKWCJ8DL4JM0D,Beige,Sedan,4954,17511,P609276088,2023-05-22,2024-05-21,142.68,Basic,2000,500000,0,0,1,,,,,,,,,
Tristan,Arroyo,1992-07-18,M,734 Brown Centers Suite 485,Mcleanville,TN,62346,707,S,TN26980769,Hyundai,Tucson,2013,V32II8K179YIXMHVJ,Black,Sports Car,17012,22188,P998583409,2024-05-21,2025-05-21,928.86,Premium,500,1000000,0,1,1,,,,,,,,,
Jennifer,Smith,1960-05-05,F,4969 Carol Pines,Matthewstad,SC,90745,524,S,SC55452075,Tesla,Model X,2019,PYOCVVV6F4EUXHQ5R,Green,Sedan,27857,16633,P801949928,2022-05-22,2024-05-21,1002.85,Standard,250,1000000,1,0,1,,,,,,,,,
Randall,Wright,1967-09-18,M,4149 Gardner Lane,Davishaven,OH,58421,385,D,OH59667956,Toyota,Highlander,2023,1I7XJ2CZAFR0RWM4F,White,Sedan,10799,22189,P579965851,2024-05-21,2027-05-21,311.01,Basic,500,250000,0,1,0,,,,,,,,,
William,Diaz,1956-07-31,M,075 Brett Garden Suite 476,Billymouth,ID,86931,744,D,ID82258712,Tesla,Roadster,2009,OSOH5V6KPWDMJ3Z7W,Brown,Hatchback,3326,20989,P732946213,2023-05-22,2025-05-21,131.71,Custom,500,500000,1,0,1,,,,,,,,,
Andrew,Roberts,1958-08-16,M,34936 Amy Rue Apt. 421,East Laurashire,UT,38329,525,W,UT92388577,Nissan,Sentra,2013,7MHXOFKCGGXP5CITU,Black,Truck,19610,15405,P017513833,2022-05-22,2023-05-22,931.87,Standard,250,50000,1,0,1,,,,,,,,,
Andre,Collier,1985-02-01,M,6956 Mary Valleys,North Stevenborough,NV,58772,336,S,NV66657145,Kia,Soul,2023,6ONRV537C2BPIMEVG,Yellow,Sedan,28497,22682,P223943553,2024-05-21,2027-05-21,820.71,Basic,1000,25000,0,1,0,,,,,,,,,
Diane,Collins,1999-08-17,F,931 Charles Gardens Suite 618,Lake Karen,HI,02046,467,S,HI55810381,Nissan,Frontier,2011,J6HQJG5HEW5STNW8E,Red,Wagon,12262,5414,P774800897,2022-05-22,2024-05-21,573.86,Premium,1000,50000,1,0,1,,,,,,,,,
Michelle,Combs,1946-02-08,F,589 Sherman Row,West Luke,PR,59208,606,W,PR33192571,Acura,ILX,2008,0BU8HRAV85886D6IW,White,Coupe,4482,24750,P813193460,2022-05-22,2025-05-21,193.62,Standard,1000,500000,0,1,0,,,,,,,,,
Brittany,Miller,1995-11-30,F,4905 Diana Mission Suite 923,Port Dawnmouth,VT,07780,846,W,VT67417556,Dodge,Ram 1500,2015,EMG025582RQUKJF8R,Red,Wagon,14122,7638,P536952120,2022-05-22,2025-05-21,271.14,Basic,250,1000000,0,1,1,,,,,,,,,
Mark,Patton,1963-01-20,M,331 Christine Wall,South Kaylee,MT,86920,337,D,MT78868572,Dodge,Challenger,2016,9VKAD0TQ2I6DEIY38,Gold,Convertible,9750,15442,P739084149,2024-05-21,2026-05-21,351.0,Standard,1000,250000,0,1,1,,,,,,,,,
Thomas,Hall,1986-01-08,M,110 Stacy Drive,Alexanderville,MN,40493,326,W,MN52088431,Buick,LaCrosse,2008,GROABEAWQW29PY5KH,Yellow,Luxury,6750,11025,P860883704,2024-05-21,2026-05-21,272.16,Basic,1000,50000,0,0,0,,,,,,,,,
Charles,Chambers,1999-11-28,M,6194 Marvin Knolls Suite 782,West Williamberg,NM,78985,784,M,NM63063934,Ford,Focus,2012,6OKGK8MYDL0L89K8T,Brown,SUV,12233,6039,P854173536,2022-05-22,2023-05-22,258.36,Basic,500,50000,0,1,1,,,,,,,,,
Timothy,Collins,1999-02-16,M,540 Casey Radial,North Patriciaton,MT,62003,596,D,MT61861754,Mazda,Mazda3,2006,KIRRNRNUYHE8JVRQV,Gold,Wagon,2000,15762,P232741510,2022-05-22,2023-05-22,79.2,Custom,500,1000000,0,1,0,,,,,,,,,
Zachary,Atkins,1944-03-03,M,8198 Samuel Views Apt. 460,Reginaldhaven,WY,82980,634,D,WY28781141,BMW,X5,2010,7HPKJI6NRQDWAO4RK,Gold,Sedan,10899,18370,P905535226,2023-05-22,2024-05-21,376.67,Basic,2000,1000000,1,1,1,,,,,,,,,
Troy,Townsend,1940-07-08,M,43006 Fuller Parkway,Hendersonfurt,OR,11304,504,D,OR61991684,Dodge,Durango,2009,CAUDF9M13OTESU2HT,Beige,Sports Car,11365,12469,P338522396,2022-05-22,2025-05-21,549.88,Basic,500,50000,0,1,0,,,,,,,,,
Spencer,Elliott,1987-12-16,M,294 Marquez Spring Suite 222,Micheleview,LA,83962,479,D,LA20363971,Toyota,Camry,2023,Y87QS7JP1ILRIOU3W,Red,Sedan,37203,24804,P073406150,2024-05-21,2027-05-21,1473.24,Custom,500,50000,1,0,1,,,,,,,,,
Tiffany,Montgomery,1971-09-12,F,57399 Susan Springs,Patrickville,OH,51078,705,D,OH19262391,Mazda,CX-9,2014,DJU39X6KQB166XTF5,Yellow,Sedan,3170,8702,P910193625,2023-05-22,2024-05-21,95.1,Standard,250,500000,0,1,1,,,,,,,,,
Brian,Donaldson,1980-12-11,M,800 Davis Squares,Rhondaside,MA,08819,685,D,MA76008663,Nissan,Altima,2008,OPH2V9MSK0NLYDJIX,Brown,Convertible,3830,24506,P501213491,2024-05-21,2027-05-21,126.39,Custom,250,100000,1,0,0,,,,,,,,,
Sarah,Newman,1980-02-25,F,65031 Christopher Square,West Christianview,NC,59889,692,M,NC10402146,BMW,X3,2005,AZ4LLS9KSWKRYFNNM,Gray,SUV,2000,23892,P851296394,2023-05-22,2024-05-21,72.6,Custom,250,100000,1,1,1,,,,,,,,,
Martha,Hernandez,1966-02-03,F,78816 Shaw Shore Apt. 928,South Erik,IN,74734,420,S,IN95771172,Chrysler,Pacifica,2009,RHJRHE45JJJE1ILHA,Black,Van,6396,23845,P447972692,2023-05-22,2026-05-21,299.33,Premium,1000,25000,0,0,0,,,,,,,,,
Joseph,Ferrell,1946-06-16,M,64334 Sims Curve,North Austin,KS,47272,410,S,KS86730263,Tesla,Model X,2018,JAXNHRC4HM08OPEVH,Gold,Sports Car,32429,21513,P198297522,2024-05-21,2026-05-21,1569.04,Basic,500,25000,1,0,1,,,,,,,,,
Daniel,Williams,1941-03-15,M,5636 Alex Crescent Apt. 577,Jonesside,CA,86618,735,M,CA74490644,BMW,X7,2024,FR3TXJC7IU26RVPBA,Gold,SUV,47478,8318,P129296099,2022-05-22,2024-05-21,1504.1,Basic,2000,250000,0,0,0,C63907813,2022-07-19,2022-08-05,Hit and run accident,"5358 Jasmin Brooks, Livingstonside, NC",27440.84,19413.41,Closed,0.0
Jennifer,Brown,1956-01-02,F,491 Misty Crescent,Geoffreyside,IA,43245,326,W,IA97011085,Tesla,Cybertruck,2009,O2MCQ4S4FW00R3FDT,White,Truck,7445,23586,P825936074,2023-05-22,2026-05-21,353.79,Standard,1000,25000,0,0,0,,,,,,,,,
John,Nelson,1948-03-19,M,2258 Butler Islands Suite 787,Kennethburgh,IA,18617,779,M,IA49071040,Buick,Encore,2019,C4SL05SC51SJ92IEU,Blue,Wagon,14512,22993,P677439801,2024-05-21,2027-05-21,417.95,Standard,250,500000,0,0,0,,,,,,,,,
Robert,Lucas,1952-08-20,M,15950 Julian Plains,North Jasontown,KY,99659,646,M,KY14519909,Subaru,Impreza,2013,UM3AY4L6SOE8JOVHW,Yellow,Sports Car,16698,23726,P331451655,2022-05-22,2025-05-21,1009.9,Standard,2000,1000000,1,1,1,,,,,,,,,
Peter,Bernard,1974-11-21,M,018 Suzanne Harbor Apt. 397,Port Amandamouth,ID,53165,707,D,ID53755602,Buick,Envision,2005,RXYCO8RBT4OBKS3II,Yellow,Truck,2000,14744,P551987940,2024-05-21,2027-05-21,66.0,Standard,1000,1000000,0,0,0,,,,,,,,,
Laura,Rodriguez,2006-04-11,F,8872 Nelson Valleys Apt. 527,Jennifertown,MA,97050,342,W,MA08865457,Subaru,Forester,2025,VCG8D2TN20VZ9LY2S,Silver,Coupe,24145,13546,P938042368,2022-05-22,2024-05-21,1694.98,Premium,2000,1000000,1,1,1,,,,,,,,,
Alyssa,Nelson,2006-12-05,F,58662 Miller River Suite 311,Ericberg,NV,97449,331,M,NV29906386,Buick,Verano,2013,SKE5M0SWXKQTQ36ZP,Brown,Convertible,6693,12709,P691059866,2023-05-22,2024-05-21,397.56,Custom,250,250000,1,1,0,,,,,,,,,
Robert,Gibson,1988-04-26,M,704 Smith Radial Apt. 767,West Mary,OR,29716,613,S,OR32700250,Dodge,Grand Caravan,2012,BGHROXIL6RSOFRVAF,White,Coupe,13924,21672,P330479379,2022-05-22,2024-05-21,501.26,Standard,2000,25000,0,1,0,C78596495,2024-03-13,2024-03-24,Backing accident in parking lot,"59570 Arellano Common Apt. 145, Jaimemouth, MO",7049.51,,Under Investigation,0.0
Heather,Williams,1984-10-01,F,65024 Randy Gardens,North Biancafort,IL,90731,786,M,IL84720359,Nissan,Altima,2008,F8OCQVKCAG1JDHQW2,Green,Luxury,3077,10924,P110064027,2024-05-21,2025-05-21,113.73,Custom,250,250000,0,1,0,,,,,,,,,
Norman,House,1962-01-09,M,24815 Guzman Via Suite 700,Lake Scott,VT,84531,523,S,VT60952618,Kia,Seltos,2006,VA1QOXM8BVZL5UQW6,Silver,Sedan,2092,24836,P071810631,2023-05-22,2024-05-21,75.31,Standard,2000,50000,1,1,1,,,,,,,,,
Kimberly,Pope,1953-04-16,F,7423 Roger Rest,West Justin,IA,59256,623,S,IA63254273,Tesla,Model S,2011,U91F8BV5ZHP6PNU0K,Red,Van,5556,5047,P256815296,2022-05-22,2025-05-21,264.02,Custom,500,100000,1,0,0,,,,,,,,,
Brian,Cox,2003-07-22,M,50200 Donna Islands Apt. 474,South Jackfort,MI,48156,394,D,MI79153484,Dodge,Charger,2005,E80975XQJQXK1VIY3,Silver,Van,2000,12469,P590740655,2022-05-22,2025-05-21,118.8,Custom,500,50000,1,1,0,C30042350,2024-06-21,2024-06-24,Collision with guard rail,"2265 Brown Locks Suite 995, North Albert, TX",554.27,402.03,Closed,0.0
Jimmy,Solis,1969-11-16,M,5170 Richard Camp Apt. 199,Pamelaside,CO,27613,733,M,CO32131355,Subaru,Crosstrek,2017,1KJS08RWQ1CGEDBT8,Orange,Sedan,12268,16359,P924427211,2022-05-22,2023-05-22,368.04,Standard,1000,500000,1,0,0,C83023147,2023-05-01,2023-05-02,Side-impact collision,"34199 Baker Flats Suite 324, Dicksonburgh, FM",1721.49,1706.09,Closed,1.0
Mark,Wilkinson,2003-06-04,M,8515 Carroll Square Apt. 971,North Ianland,AL,24835,681,M,AL81683243,Chevrolet,Tahoe,2013,3MO2OP6VMJOBRU2QL,Black,SUV,17599,20292,P654460617,2024-05-21,2027-05-21,1132.5,Premium,1000,100000,0,1,1,,,,,,,,,
John,Hernandez,1986-09-10,M,6184 Robert Cove,West Danielville,TX,65740,639,W,TX76360963,Subaru,Ascent,2012,QB09UW8PDWXEZIHZV,Blue,Sedan,5861,17058,P175499599,2022-05-22,2024-05-21,211.0,Standard,2000,1000000,0,0,0,C03846399,2022-11-11,2022-11-30,Hail damage,"7063 Spears Corner Suite 550, Biancaview, ME",1213.06,,Open,0.0
Justin,Bradley,1966-06-30,M,34717 Green Lake,Mauricechester,CT,16391,705,S,CT17115307,Audi,Q7,2012,I5WLLDAAE16P1FS32,Gray,Sedan,9091,20481,P658499279,2024-05-21,2026-05-21,218.18,Basic,1000,250000,0,0,0,,,,,,,,,
Brenda,Burgess,1939-10-12,F,34026 Manning Bypass,Lake James,MI,63323,470,M,MI12497034,Toyota,Prius,2017,MTRKZYTWXIM04RF4L,Brown,Sports Car,12838,17249,P058485375,2023-05-22,2025-05-21,1009.37,Premium,250,50000,1,0,1,,,,,,,,,
Kevin,Johnson,1987-02-08,M,26755 Jacob Knolls Suite 278,Port Andrew,CT,81321,560,S,CT84224318,Mercedes,A-Class,2018,AP0O0N5WIQLD322SR,Green,Luxury,45054,6211,P906715531,2024-05-21,2027-05-21,1816.58,Basic,250,100000,0,1,0,,,,,,,,,
Joshua,Washington,2001-06-28,M,4205 Anthony Valleys Suite 078,Katiebury,OK,21423,316,M,OK23297184,Ford,F-150,2025,ON5ZZ679AQLO36JWB,Blue,Truck,54379,5492,P020111591,2022-05-22,2023-05-22,2584.09,Basic,250,250000,0,0,0,,,,,,,,,
